code_commune;pop_00_14;pop_15_29;pop_30_44;pop_45_59;pop_60_74;pop_75_89;pop_90_p
22109;23,6938365092737;22,8685101108989;25,0616510930972;53,6521808750721;68,6506772522916;28,2385783637051;1,83456579566144
22110;130,919068166179;113,495200995336;104,015864847658;137,921468436493;82,9253545884309;21,8017532129044;0,921289752999203
22111;43,7798517389711;46,1034978300812;35,7702370468222;91,4144182859984;127,640740425368;53,2640712244124;4,0271834483466
22112;89,5252694327843;58,2423376937996;64,2556782899011;89,2057806425795;85,8876367798574;44,9100243664803;6,97327279459785
22113;3014,38877250623;4021,33871129607;3170,00386276862;4172,98859075857;3883,19124299838;1921,98174797843;267,107071693703
22114;154,548731801915;96,0572884748237;139,697000663313;161,105685296969;188,44421034424;104,137768495454;8,00931492328604
22115;68,9761783915457;53,2634743757746;53,130572433721;87,1098842335809;117,915024029943;59,6644485924806;8,94041794295379
22116;289;279;288;242;203;51;12
22117;345,005668478545;236,892810604409;317,216673618143;376,62139110415;333,005120932747;124,933258894427;10,3250763675792
22118;677,554977999019;474,486571245827;685,716828791062;840,076881992837;911,590559632647;534,461568406252;85,1126119323559
22119;102,221645039434;49,2250056501173;102,525123827102;107,763360866593;158,488303507157;68,7169166290681;6,05964448052887
22121;276,205473463439;254,140666705087;273,664801754257;325,728669965375;346,834583315028;250,567049573209;53,8587552236053
22122;136,354320599467;86,7515497461434;123,799386265118;145,417967837941;147,889602040522;94,7751515051297;2,0120220056803
22124;43;23;40;44;48;17;0
22126;30,5844155844156;22,4285714285714;31,6038961038961;34,6623376623377;28,5454545454545;9,17532467532467;0
22127;188,002776590639;164,804381265961;158,625994836291;297,225966628878;401,529013618333;268,309178767856;53,5026882920408
22128;44,5787039296037;43,9115311305864;49,8629286807101;109,456509033818;112,743034566764;45,3974618742214;4,04983078429584
22129;6,52702702702703;5,59459459459459;10,2567567567568;16,7837837837838;18,6486486486486;9,32432432432432;1,86486486486486
22131;104,769106197109;71,7186867724225;105,061176816635;204,192369448451;190,639520191802;112,564065301461;13,0550752721195
22132;25,873233667772;28,4786912804023;26,2685490245324;62,1485039914329;66,5146740492818;32,474209088919;5,24213889765969
22133;121,27226013904;88,9727928376627;131,438172057996;148,691211292305;83,9884549409596;47,5646283513154;6,07248038072171
22134;447,164500089909;291,278007122193;408,255207856533;607,337297598945;936,252428914617;363,260387425369;32,4521709924338
22135;441,875687446621;337,220455536071;432,135122109911;444,423549755817;446,730758100821;201,207070206404;24,4073568443565
