code_commune;nb_menages_fiscaux;nb_personnes;revenu_median_declare
80518;169;406;19300
80519;211;467;19280
80520;71;185;17770
80521;93;210;21040
80522;43;106;23510
80523;537;1232;23320
80524;224;563;19430
80525;71;181;21240
80526;56;139;21610
80527;121;288;22180
80528;NULL;NULL;NULL
80529;66;173;18130
80530;236;585;22540
80531;46;106;18790
80533;1460;2603;18550
80535;67;153;20730
80536;127;279;20710
80537;NULL;NULL;NULL
80538;57;120;23510
80540;99;239;21300
80541;75;212;20340
80542;236;565;20680
80543;42;128;24170
80544;82;199;15640
80545;209;514;24130
80546;247;601;22540
80547;82;200;23860
80548;142;338;20740
80549;278;655;19480
80550;56;138;25640
80552;523;1126;19110
80553;140;330;27140
80554;368;868;20620
80555;271;621;21740
80556;247;575;21030
80557;242;612;20200
80558;83;211;21140
80559;67;160;22700
80560;85;216;22460
80561;2735;5817;17450
80562;77;201;28610
80563;NULL;NULL;NULL
80565;NULL;NULL;NULL
80566;137;304;22830
80568;134;354;20580
80569;133;342;18790
80570;1756;3853;19930
80571;205;469;21580
80572;167;385;21710
80573;159;384;20480
80574;NULL;NULL;NULL
80575;NULL;NULL;NULL
80576;121;299;20850
80577;63;165;23420
80578;274;712;21820
80579;347;790;20410
80580;128;264;19880
80582;410;997;23070
80583;112;267;25490
80584;423;1041;25570
80585;1009;2250;17280
80586;72;155;19180
80587;NULL;NULL;NULL
80588;151;365;22130
80589;42;102;20880
80590;132;342;23470
80591;62;128;18980
80592;215;495;17630
80593;126;272;22490
80595;119;272;23100
80596;82;203;20920
80597;341;846;21290
80598;533;1242;19360
80599;98;228;18050
80600;307;652;19920
80601;174;389;18630
80602;44;114;22350
80603;131;323;20430
80604;NULL;NULL;NULL
80605;87;195;20770
80606;464;1026;18540
80607;88;205;24100
80609;161;425;19320
80611;365;877;22930
80613;296;607;21250
80614;117;276;18720
80615;176;424;22630
80616;73;196;20540
80617;91;238;23630
80618;457;1020;20770
80619;280;667;21390
80620;3501;7142;16740
80621;285;692;19880
80622;518;1131;20510
80623;147;360;20510
80624;103;258;28010
80625;598;1440;21530
80626;116;274;24700
80627;370;870;27860
80628;282;754;20620
80629;48;129;19910
80630;1041;2205;19200
80631;52;119;18150
80632;1050;2338;26400
80633;256;565;21750
80634;340;838;25190
80635;572;1431;16870
80637;107;253;22890
80638;44;112;18900
80639;521;1302;23810
80640;102;252;20620
80642;118;277;20550
80643;216;544;28860
80644;292;746;20280
80645;214;542;20950
80646;NULL;NULL;NULL
80647;102;263;18780
80648;43;119;15400
80649;626;1348;20440
80650;253;591;25350
80651;114;245;19910
80652;291;748;21500
80654;235;543;21390
80655;180;416;21480
80656;467;1114;22900
80657;125;320;21280
80658;56;140;17590
80659;109;272;20840
80661;387;993;24440
80662;112;258;19580
80663;146;335;17790
80664;78;194;22220
80665;62;132;20230
80666;NULL;NULL;NULL
80667;52;133;19600
80668;65;162;22930
80669;133;354;20870
80670;217;511;25270
80671;83;226;18680
80672;262;627;22130
80673;74;163;21300
80674;1550;3436;21710
80675;53;143;21620
80676;70;147;22410
80677;723;1615;18520
80678;303;774;20070
80679;238;577;19970
80680;1300;2924;18940
80681;124;300;23270
81210;105;266;19930
81211;200;493;21590
81212;53;126;21920
81213;NULL;NULL;NULL
81214;47;102;25280
81215;264;645;21720
81216;85;209;19420
81217;223;455;17800
81218;1497;3551;25990
81219;1466;3275;19570
81220;2594;5968;21810
81221;89;199;16150
81222;1641;3413;19460
81223;NULL;NULL;NULL
81224;59;103;15300
81225;474;1129;21900
81227;1031;2220;19640
81228;181;478;24670
81229;51;140;23140
81230;323;720;21940
81231;165;360;19620
81232;257;622;23030
81012;48;117;15810
81013;153;373;17860
81014;236;456;18570
81015;NULL;NULL;NULL
81016;114;191;16180
81017;57;128;17740
81018;1137;2530;22530
81019;59;148;16320
81020;118;281;20890
81021;2651;5745;16910
81022;79;213;28630
81023;89;220;16220
81024;138;353;19310
81025;89;242;26130
81026;293;688;20630
81027;63;150;20420
81028;61;124;15670
81029;80;185;21300
81030;46;114;21960
81031;376;886;20670
81032;412;1000;19730
81033;1461;2937;17620
81034;195;394;15740
81035;86;216;18130
81036;523;1235;21000
81037;638;1261;19440
81038;961;2393;22740
81039;847;1965;19480
81040;181;453;18740
81041;50;105;25980
81042;912;2115;21340
81043;294;719;20580
81044;106;305;20700
81045;179;371;15530
81046;601;1477;22020
81047;92;206;18210
81048;1116;2395;19790
81049;86;197;20590
81050;127;347;22430
81051;545;1161;19060
81052;858;2163;24700
81053;166;346;17840
81054;393;966;22220
81055;165;340;18010
81056;61;154;19480
81058;96;248;22630
81059;285;660;23760
81060;4902;9504;17590
81061;89;203;23860
81062;491;970;18100
81063;648;1538;24310
81064;472;1079;19730
81065;19316;40289;19330
81066;134;297;20950
81067;219;472;20220
81068;68;174;23680
81069;467;809;18090
81070;1170;2991;22640
81071;NULL;NULL;NULL
81072;NULL;NULL;NULL
81073;83;172;21580
81074;672;1639;23140
81075;192;471;20500
81076;273;709;21360
81077;202;377;16990
81078;443;1048;19350
81079;330;826;21170
81080;NULL;NULL;NULL
81081;570;1234;19340
81082;47;100;14910
81083;119;256;18060
81084;278;637;20680
81085;NULL;NULL;NULL
81086;68;133;15000
81087;133;319;21670
81088;220;543;21950
81089;66;142;18490
81090;98;240;22320
81092;398;962;22470
81093;286;677;23220
81094;NULL;NULL;NULL
81095;NULL;NULL;NULL
81096;188;417;19650
81097;559;1396;24820
81098;263;712;23170
81099;7261;15206;19010
81100;161;378;22230
81101;550;1304;20640
81102;127;328;27590
81103;61;127;20630
81104;621;1586;24460
81105;5684;12455;16690
81106;251;624;24470
81108;73;158;18630
81109;184;406;20860
81110;NULL;NULL;NULL
81111;NULL;NULL;NULL
81112;431;1001;22450
81114;219;512;22360
81115;696;1359;16720
81116;817;2049;23050
81117;306;738;21510
81118;62;146;24890
81119;207;500;19150
81120;2896;6566;19830
81121;141;278;15750
81122;NULL;NULL;NULL
81123;NULL;NULL;NULL
81124;1096;2345;20690
81125;155;312;16650
81126;76;183;22630
81127;55;115;20880
81128;737;1610;19520
81129;99;224;19700
81130;832;1788;21990
81131;893;2242;23730
81132;388;901;19590
81133;191;478;22240
81134;NULL;NULL;NULL
81135;NULL;NULL;NULL
81136;88;152;22400
81137;NULL;NULL;NULL
81138;213;524;19050
81139;706;1619;21590
81140;5025;10681;21480
81141;62;149;17830
81142;360;893;20340
81143;277;761;20780
81144;1973;4581;21620
81145;2131;4769;20830
81146;107;229;18470
81147;464;1127;20330
81148;NULL;NULL;NULL
81149;178;454;22880
81150;154;395;27940
81151;56;144;21800
81152;120;282;22020
81154;NULL;NULL;NULL
81156;1512;3390;22630
81157;116;316;23830
81158;129;271;14710
81159;166;486;23210
81160;192;400;19000
81161;53;121;16680
81162;59;151;22530
81163;4787;9214;17640
81164;215;531;23880
81165;124;234;19760
81166;NULL;NULL;NULL
81167;NULL;NULL;NULL
81168;502;1032;19950
81169;NULL;NULL;NULL
81170;550;1168;20780
81171;597;1467;22340
78420;1108;2528;36650
78423;13523;32563;31780
78431;1100;3200;38590
78437;265;686;26830
78439;NULL;NULL;NULL
78440;10846;32204;15680
78442;1462;3405;33530
78443;339;890;35220
78444;314;863;27470
78451;431;1118;27310
78455;3162;7961;41160
78460;457;1094;30350
78464;349;955;31550
78465;1003;2492;30250
78466;2559;7298;40160
83022;NULL;NULL;NULL
83023;7648;17084;18240
83025;599;1383;23330
83026;871;1978;20360
83027;2354;5290;29610
83028;858;1816;21040
83029;1536;3701;24860
83030;831;1933;21960
83031;1838;4109;21690
83032;1593;3266;20030
83033;1591;3817;21300
83034;4943;9946;27070
83035;2637;5770;23430
83036;4000;7655;22390
83037;635;1491;21230
83038;211;428;19210
83039;66;134;21090
83040;NULL;NULL;NULL
83041;333;643;18270
83042;5326;11313;20010
83043;834;1649;20330
83044;101;211;19320
83045;413;824;17470
83046;1097;2021;21150
83047;8027;18899;24440
83048;1783;3422;22040
83049;5250;12401;22380
83050;17864;38333;19990
83051;521;1044;19310
83052;157;350;18150
83053;986;2378;25090
83054;3842;8700;24370
83055;2552;5642;22390
83056;1106;2614;22750
83057;1455;3448;21730
83058;2130;4540;23380
83059;1304;3201;22050
83060;201;426;18890
83061;26225;53121;20820
83062;11309;24462;22430
83063;878;1770;18210
83064;2432;5626;24640
83065;1415;2903;24990
83066;719;1686;21560
83067;1907;4148;19490
83068;2187;4437;23700
83069;26994;52576;22050
83070;3339;5991;20610
83071;5393;10835;23200
83072;4352;9348;21930
83073;4651;10098;18990
83074;98;199;18950
83075;290;582;21260
83076;386;890;21230
83077;905;2163;23100
83078;149;285;20830
83079;553;1345;23180
83080;409;864;21990
83081;2749;6818;25200
83082;289;668;16460
83083;619;1357;19640
83084;266;487;18750
83085;1370;3085;23230
83086;4070;9176;19450
83087;1891;4563;25290
83088;1137;2843;23600
83089;246;584;22470
83090;6136;14019;24490
83091;2449;5707;24880
83092;1806;4348;20150
83093;851;2098;23980
83094;1473;3192;22400
83095;345;743;20830
83096;637;1559;23740
83097;2188;5617;27140
83098;5423;11321;25090
83099;3664;8279;22140
83100;1852;4558;21680
83101;955;1901;24870
83102;1171;2470;19910
83103;1642;4092;27200
83104;1840;4136;21810
83105;NULL;NULL;NULL
83106;2000;5285;23960
83107;7369;16045;23960
83108;1120;2642;22050
83109;106;191;21880
83110;652;1451;22610
83111;878;2019;22540
83112;6356;12979;26340
83113;1001;2287;21110
83114;118;257;19590
83115;7265;13935;22480
83116;7465;18018;23550
83117;724;1728;23420
83118;19724;37698;24440
83119;2065;3760;25260
83120;2514;5745;25080
83121;2048;4159;19960
83122;128;234;21010
83123;9511;18083;25790
83124;1176;2533;20640
83125;999;2544;24200
83126;29987;62841;20080
83127;1278;3123;22400
83128;311;667;21210
83129;18460;36811;23930
83130;5205;11862;22310
83131;2416;6042;25430
83132;1050;2504;25570
83133;682;1666;24240
83134;793;1707;23300
83135;656;1444;19750
83136;1109;2504;22890
83137;79817;160409;19460
83138;1257;2880;22200
83139;288;557;20140
83140;2156;4983;21280
83141;2824;6532;23630
83142;102;185;12520
83143;1951;4384;22510
83144;11143;23395;23010
83145;548;1115;18970
83146;755;1663;21240
83147;NULL;NULL;NULL
83148;5185;11888;20020
83149;652;1409;20740
83150;1840;4183;23510
83151;390;890;20150
83152;337;649;27730
83153;2657;4698;23090
83154;341;741;20360
84001;1182;2880;23340
81233;711;1636;20120
81234;NULL;NULL;NULL
81235;309;774;22240
81236;117;331;23590
81237;83;179;20620
81238;704;1502;19030
81239;413;829;20490
81240;48;103;14450
81242;100;255;20830
81243;58;115;19650
81244;988;2086;16560
81245;59;117;14530
81246;52;118;17840
81247;90;200;16430
81248;355;910;21440
81249;358;842;20180
81250;99;280;21830
81251;349;907;21060
81252;63;164;22510
81253;191;454;22030
81254;147;348;18610
81255;192;527;27300
81256;NULL;NULL;NULL
81257;3331;6803;19110
81258;186;433;19700
81259;96;209;20200
81261;422;1134;24700
81262;101;218;23160
81263;175;348;16970
81264;NULL;NULL;NULL
81265;NULL;NULL;NULL
81266;481;1065;20200
81267;263;511;18030
81268;NULL;NULL;NULL
81269;262;497;19240
81270;65;161;21640
81271;3860;9578;23920
81272;100;214;17880
81273;1558;3584;22280
81274;322;819;23640
81275;84;165;18470
81276;498;1124;18710
81277;235;602;20590
81278;80;180;19730
81279;117;261;18760
81280;129;257;17270
81281;880;2028;20950
81282;NULL;NULL;NULL
81283;450;1124;20710
81284;892;1953;21110
81285;163;350;18790
81286;232;518;20780
81287;101;276;20250
81288;1288;2789;19890
81289;1195;2595;20010
81290;78;167;19770
81291;198;496;21480
81292;227;501;18460
81293;141;357;21340
81294;400;1083;23530
81295;205;435;18290
81297;542;1221;25290
81298;192;499;26500
81299;159;391;21920
81300;52;106;21470
81302;NULL;NULL;NULL
81303;174;325;17530
81304;90;182;17670
81305;376;755;16700
81306;377;822;21460
81307;352;874;20690
81308;490;1090;19090
81309;154;354;15720
81310;50;140;24880
81311;312;747;20560
81312;397;938;20070
81313;104;228;18640
81314;251;505;17970
81315;602;1401;21840
81316;92;209;17990
81317;540;1198;19600
81318;72;158;19350
81319;214;523;22500
81320;74;163;18490
81321;NULL;NULL;NULL
81322;97;207;20720
81323;148;341;23150
81324;94;256;25390
81325;842;2021;22180
81326;162;404;23600
82001;259;586;20210
82002;1411;3330;19670
82003;89;238;19520
82004;55;124;18290
82005;593;1513;22960
82006;NULL;NULL;NULL
82007;61;142;20340
82008;431;924;20720
82009;NULL;NULL;NULL
82010;99;243;19500
82011;347;934;20260
82012;213;583;19110
82013;1666;3559;18770
82014;106;266;22470
82015;57;140;20960
82016;81;162;20370
82017;535;1500;23250
82018;472;1199;21110
82019;303;729;21240
82020;242;606;21270
82021;91;195;20140
82022;187;385;13960
82023;379;930;20190
82024;114;236;20080
82025;1549;3867;22440
82026;321;621;21020
82027;536;1497;22230
82028;294;808;24250
82029;112;240;18780
82030;199;487;19100
82031;445;1131;19440
82032;245;557;18130
82033;5926;13745;17960
82034;49;112;17250
82035;149;340;19340
82036;66;135;17870
82037;3310;6746;18060
82038;702;1412;18700
82039;229;608;20500
82040;114;274;20210
82041;106;213;17470
82042;530;1212;16010
82043;114;260;19870
82044;726;1745;22510
82045;140;352;20270
82046;NULL;NULL;NULL
82047;NULL;NULL;NULL
82048;644;1680;22040
82049;443;1055;21310
82050;515;1215;21060
82051;349;799;18490
82052;408;1103;20020
82053;119;291;19910
82054;155;374;19920
82055;110;263;19730
82056;91;206;15740
82057;245;691;24890
82058;43;101;20110
82059;120;284;20070
82060;82;177;17850
82061;87;167;15400
79355;1468;3613;26360
79357;99;235;21480
80001;10836;21458;17050
80002;112;269;19530
80003;210;539;20320
80004;205;483;19290
80005;NULL;NULL;NULL
80006;82;225;20880
80008;335;896;19540
80009;411;1028;22740
80010;1191;2755;22490
80011;1282;2996;21120
80013;930;2162;17280
80014;NULL;NULL;NULL
80015;NULL;NULL;NULL
80016;4397;8909;18200
80017;180;427;20310
80018;108;254;20810
80019;344;816;20550
80020;301;756;28530
80021;55055;110884;17840
80022;103;234;21550
80023;106;270;21100
80024;220;541;26570
80025;107;229;21190
80026;NULL;NULL;NULL
80027;NULL;NULL;NULL
80028;65;148;20510
80029;363;824;19160
80030;72;213;17370
80031;317;789;20860
80032;53;144;19740
80033;123;307;19410
80034;225;527;21410
80035;NULL;NULL;NULL
80036;217;500;24180
80037;54;152;17950
80038;50;124;24010
80039;785;1387;19290
80040;78;162;21400
80041;51;142;21920
80042;48;115;17800
80043;96;226;19010
80044;159;368;22090
80045;67;154;20720
80046;NULL;NULL;NULL
80047;230;526;22310
80048;NULL;NULL;NULL
80049;66;169;23990
80050;187;437;29330
80051;104;268;19810
80052;82;214;20650
80053;NULL;NULL;NULL
80054;119;241;19990
80055;68;170;17840
80056;NULL;NULL;NULL
80057;NULL;NULL;NULL
80058;136;333;22090
80059;NULL;NULL;NULL
80060;48;113;18150
80061;81;191;18750
80062;584;1342;17160
80063;408;930;20800
80064;62;174;26760
80065;NULL;NULL;NULL
80066;107;263;24330
80067;69;186;20680
80068;82;211;19520
80069;92;198;21560
80070;532;1260;20260
80071;822;1853;18950
80073;63;157;22500
80074;53;125;18390
80076;213;504;21430
80077;132;293;23300
80078;200;492;26740
80079;131;303;22830
80080;64;154;23180
80081;NULL;NULL;NULL
80082;286;691;24340
80083;60;135;23040
80084;88;207;20630
80085;NULL;NULL;NULL
80086;423;973;18930
80087;104;239;20400
80088;136;362;21410
80089;107;270;21830
80090;63;155;20980
80092;315;772;26020
80093;457;1025;19220
80094;188;458;26220
80095;83;198;20230
80096;395;880;19620
80097;50;122;19820
80098;43;101;23800
80099;89;219;22740
80100;224;592;20550
80101;345;861;19860
80102;175;398;21590
80103;NULL;NULL;NULL
80104;56;113;22310
80105;71;177;23230
80106;75;172;23050
80107;241;630;27110
80108;NULL;NULL;NULL
80109;162;323;18140
80110;215;471;22230
80112;106;241;22550
80113;126;303;21720
80114;143;328;25410
80115;125;286;20000
80116;107;283;20440
80117;60;146;21950
80118;50;105;19210
80119;181;415;22000
80120;214;510;21840
80121;58;138;21240
80122;196;450;20480
80123;149;363;23490
80124;327;768;20350
80125;NULL;NULL;NULL
80126;409;876;21540
80127;327;782;20190
80128;62;154;22490
80129;213;496;20940
80130;180;434;26880
80131;1440;3259;24000
80132;86;219;24960
80133;98;219;22090
80134;NULL;NULL;NULL
80135;96;234;19970
80136;543;1144;19970
80137;251;702;20540
80138;46;118;20090
80139;NULL;NULL;NULL
80140;38;105;22410
80141;146;332;19550
80142;117;325;23400
80143;NULL;NULL;NULL
80144;232;495;21880
80145;54;143;20180
80146;83;197;21440
80147;137;336;23330
80148;177;396;20770
80149;209;523;25730
80150;92;224;18530
80151;128;298;23250
80152;56;149;18470
80153;56;130;18880
80154;96;209;20640
80155;111;290;22310
80156;146;384;28560
80157;NULL;NULL;NULL
80158;NULL;NULL;NULL
80159;111;280;27560
84002;434;985;25090
84003;5107;10721;16660
84004;2398;5916;20940
84005;85;181;19270
84006;NULL;NULL;NULL
84007;41965;89374;14890
84008;257;578;22410
84009;673;1521;21480
84010;351;842;26920
84011;146;337;20800
84012;1096;2400;21120
84013;113;281;20800
84014;473;1041;22630
84015;145;283;18330
84016;2268;5261;21540
84017;1500;3135;21000
84018;228;518;21080
84019;6107;14409;18030
84020;637;1352;20550
84021;NULL;NULL;NULL
84022;128;257;21370
84023;50;97;21810
84024;407;948;21950
84025;741;1582;24810
84026;1816;3980;21440
84027;1109;2608;22270
84028;447;1104;23030
84029;1877;4660;22540
84030;1519;3413;20720
84031;13073;29973;16440
84032;213;466;22690
84033;56;108;15610
84034;2302;5535;23380
84035;11807;26351;16480
84036;1446;3341;26160
84037;904;2041;23550
84038;1772;4354;23950
84039;2562;6101;20550
84040;192;432;19640
84041;209;469;23540
84042;792;1633;20880
84043;3733;8530;21420
84044;485;1104;19920
84045;193;433;21290
84046;206;438;21180
84047;1361;3108;21040
84048;NULL;NULL;NULL
84049;212;476;26740
84050;847;1687;24000
84051;539;1055;21690
84052;537;1239;22250
84053;772;1692;20390
84054;9364;19826;21420
84055;650;1594;26550
84056;2109;5270;20710
84057;161;332;21300
84058;202;419;22030
84059;54;119;23430
84060;NULL;NULL;NULL
84061;135;334;25290
84062;710;1581;23780
84063;168;385;21900
84064;1549;3649;19340
84065;1659;3769;22920
84066;113;265;22140
84067;1021;2542;23900
84068;538;1080;24810
84069;1280;2735;19680
84070;782;1916;20770
84071;814;1888;24090
84072;2641;6293;22380
84073;439;904;20770
84074;944;2171;22650
84075;205;443;20850
84076;481;1202;24270
84077;187;468;23180
84078;1633;3921;20600
84079;109;234;20300
84080;5429;13184;19680
84081;3831;8854;22630
84082;810;1841;19710
84083;1078;2628;21640
84084;553;1309;23170
84085;179;381;21740
84086;612;1307;21730
84087;12899;28477;18500
84088;4577;10538;23220
84089;9075;19837;22220
84090;270;604;23330
84091;2257;5468;21430
84092;7179;16582;17720
84093;320;809;26170
84094;248;544;22740
84095;313;744;22400
84096;344;792;21430
84097;280;659;21240
84098;270;621;20040
84099;1998;4750;22410
84100;NULL;NULL;NULL
84101;190;447;26100
84102;617;1262;23840
84103;312;661;20290
84104;580;1370;22140
84105;436;906;22750
84106;1139;2543;20600
84107;259;562;16590
84108;886;1946;24330
84109;63;161;28300
84110;NULL;NULL;NULL
84111;146;331;22360
84112;295;629;20200
84113;369;815;23740
84114;95;197;23700
84115;223;548;22930
84116;391;833;21490
84117;154;341;20660
84118;1382;2999;22940
84119;2142;5132;24840
84120;64;120;18240
84121;98;223;22430
84122;2402;5795;20700
84123;617;1262;18780
84124;389;906;26270
84125;NULL;NULL;NULL
84126;336;731;21530
84127;1240;3018;23140
84128;NULL;NULL;NULL
84129;8063;19149;18730
84130;NULL;NULL;NULL
84131;839;1919;25190
84132;3648;8638;22770
84133;1837;4265;23380
84134;275;708;20500
84135;692;1744;26620
84136;506;1139;22130
84137;3033;6141;19720
84138;4163;9130;17350
84139;280;517;19200
84140;258;533;20980
84141;4952;11896;21850
84142;1310;3007;23530
84143;393;875;23330
84144;281;571;20000
84145;354;740;21720
84146;213;475;21400
84147;1348;3235;24740
84148;573;1225;18930
84149;706;1691;20770
84150;838;1895;21120
82062;611;1562;20660
82063;259;643;19570
82064;55;128;20980
82065;177;378;23690
82066;247;662;22770
82067;NULL;NULL;NULL
82068;85;214;20640
82069;97;193;16630
82070;NULL;NULL;NULL
82071;NULL;NULL;NULL
82072;407;1001;20220
82073;396;953;22240
82074;64;122;21710
82075;1719;3967;22540
82076;670;1656;20830
82077;158;352;16080
82078;51;112;17550
82079;1545;3819;19790
82080;438;1159;19810
82081;75;179;18740
82082;96;207;18870
82083;53;113;16300
82084;88;178;18360
82085;465;1226;21840
82086;103;242;18940
82087;1267;2856;20050
82088;317;541;18000
82089;511;1109;18950
82090;438;1080;23120
82091;57;124;21540
82092;109;274;19710
82093;245;602;18900
82094;659;1317;17710
82095;95;223;17480
82096;1270;3225;19100
82097;570;1222;19590
82098;510;1294;24320
82099;207;508;19580
82100;67;132;17410
82101;512;1206;17900
82102;127;308;16320
82103;47;109;21030
82104;75;180;18890
82105;538;1381;20260
82106;71;166;18510
82107;NULL;NULL;NULL
82108;574;1477;20340
82109;85;222;20110
82110;449;1060;20060
82111;135;296;18910
82112;5740;13248;17090
82113;557;1179;18390
82114;245;626;22290
82115;774;1879;19080
82116;81;184;16900
82117;651;1285;16820
82118;44;108;19060
82119;271;618;20120
82120;124;317;21910
82121;28507;61419;20170
82122;71;158;17290
82123;651;1594;21540
82124;1649;4110;21850
82125;2752;6633;20810
82126;600;1372;21860
82127;330;732;19650
82128;46;122;17280
82129;62;142;20120
82130;74;140;22380
82131;737;1518;19840
82132;533;1172;19060
82133;NULL;NULL;NULL
82134;2249;5418;19440
82135;541;1369;21850
82136;650;1730;20920
82137;262;519;17270
82138;67;152;20610
82139;54;123;22070
82140;183;460;20490
82141;237;546;18210
82142;636;1679;24230
82143;NULL;NULL;NULL
82144;300;732;20730
82145;147;361;19470
82146;NULL;NULL;NULL
82147;168;323;18460
82148;343;707;17990
82149;822;1959;19210
82150;362;931;23160
82151;189;387;20300
82152;181;428;19280
82153;101;218;20170
82154;101;216;21550
82155;968;1892;17420
82156;64;150;19830
82157;45;107;23170
82158;69;150;19480
82159;227;573;21070
82160;112;257;20250
82161;1649;4033;22060
82162;110;270;19850
82163;NULL;NULL;NULL
82164;55;116;19760
82165;198;511;22280
82166;111;248;18490
82167;742;1802;23650
82168;157;336;17080
82169;1015;2218;20080
82170;258;540;18260
82171;540;1342;19670
82172;139;283;17240
82173;470;1114;18270
82174;119;260;18810
82175;108;245;21170
82176;347;883;21760
82177;74;159;16220
82178;315;831;23180
82179;1038;2181;18880
82180;218;511;20750
82181;87;208;19750
82182;149;305;15960
82183;103;231;18060
82184;346;915;18770
82185;100;207;20190
82186;2419;4795;18270
82187;353;666;16540
82188;236;608;22060
82189;309;695;18400
82190;2153;4941;21320
82191;181;358;15220
82192;211;530;20700
82193;66;138;20150
82194;547;1322;21230
82195;345;832;22700
83001;1090;2676;28350
83002;118;209;16740
83003;410;824;21810
83004;3356;7446;20890
83005;155;304;20800
83006;98;252;24760
83007;1101;2158;19000
83008;1282;2869;24230
83009;5459;9826;25490
83010;62;126;16000
83011;634;1256;17670
83012;1458;2958;18860
83013;97;181;21130
83014;96;176;20200
83015;151;282;17840
81172;NULL;NULL;NULL
81173;111;301;25140
81174;233;584;19600
81175;152;368;19870
81176;NULL;NULL;NULL
81177;176;476;22010
81178;150;364;20180
81179;115;279;23800
81180;125;258;16550
81181;75;185;21320
81182;906;2023;18170
81183;86;190;16970
81184;NULL;NULL;NULL
81185;103;245;22060
81186;113;234;19050
81187;82;214;19950
81188;143;302;21930
81189;52;127;24630
81190;194;468;21500
81191;115;239;20150
81192;352;758;17660
81193;171;341;20550
81195;291;697;25050
81196;384;861;20300
81197;98;215;19680
81198;130;316;21560
81199;76;147;18910
81200;191;444;19720
81201;384;811;19360
81202;381;1011;22660
81203;216;478;17420
81204;983;2271;21300
81205;81;190;18450
81206;278;559;19870
81207;NULL;NULL;NULL
81208;209;547;23970
81209;1332;3015;21460
85041;119;287;19810
85042;808;1857;20150
85045;506;1089;20680
85046;1535;3918;22100
85047;10462;22089;21640
85049;764;1767;19650
85050;869;1942;19370
85051;3708;8462;20020
85053;105;237;18100
85054;425;1042;19630
85055;421;1084;20610
85056;167;368;20020
85058;316;774;22210
85059;1147;2347;18830
85061;587;1514;21010
85062;424;1076;20040
85064;1002;2482;21560
85065;1438;3482;20620
85066;346;857;19930
85067;401;1011;20730
85070;1580;3484;20550
85071;1606;3678;20770
85072;410;1027;20920
85073;392;1011;20550
85074;86;228;19460
85076;1449;3502;23310
85077;217;495;17550
85078;382;762;19450
85080;707;1689;20270
85081;1785;4632;23350
85082;1213;3005;20530
85083;900;1730;20490
85084;3626;9158;21460
85086;699;1683;19870
85087;101;218;16560
85088;2325;5171;23660
85089;2181;5398;22230
85090;2563;6343;20250
85092;6280;12408;20000
85093;489;1240;21220
85094;518;1175;19550
85095;792;1976;20200
85096;2244;5418;21080
85097;1279;3165;21280
85098;826;2061;22540
85099;439;1095;20770
85100;986;2202;23390
85101;198;501;21900
85102;282;682;18170
85103;918;2189;21110
85104;461;920;20630
85105;253;530;18230
85106;811;1571;22090
85108;1283;3316;22270
85109;7040;16368;21550
85110;400;856;18520
85111;691;1511;19150
85112;1286;3018;22630
85113;2308;4888;22130
85114;1801;3218;24980
85115;268;650;20190
85116;213;473;20380
85117;283;623;20700
85118;950;2427;22390
85119;1020;2466;21600
85120;675;1562;21430
85121;466;1043;19590
85123;131;297;19800
85125;144;356;19350
85126;531;1332;22640
85127;1404;2687;23100
85128;4749;9266;20220
85129;1434;3496;21220
85130;657;1590;20560
85131;678;1543;21100
85132;332;731;19590
85133;421;891;20600
85134;116;249;23180
85135;1229;2827;20710
85136;52;123;15220
85137;232;565;20480
85138;466;1215;20260
85139;212;438;19940
85140;671;1515;20490
85141;271;683;18270
85142;395;1019;20650
85143;506;1102;19300
85144;612;1559;21390
85145;394;1006;19650
85146;8318;20343;22890
85147;728;1711;20280
85148;351;868;20320
85149;171;403;17230
85151;2499;5983;22390
85152;2174;5432;21410
85153;1271;3079;19930
85154;747;1746;19400
85155;2049;5159;25240
85156;998;2212;20460
85157;343;819;19730
85158;529;1194;19190
85159;981;2276;19730
85160;1238;3067;22190
85161;1049;2490;21380
85162;827;2030;21130
85163;2395;4569;22970
85164;1258;2423;21430
85167;369;833;23300
85169;449;1097;19930
85171;258;641;20610
80160;468;1089;28050
80161;87;211;21960
80162;285;678;20780
80163;319;751;21370
80164;1893;4288;24380
80165;78;185;23700
80166;252;648;21400
80167;137;359;21460
80168;399;995;20170
80169;NULL;NULL;NULL
80170;50;122;22150
80171;250;555;24640
80172;251;545;21730
80173;210;517;27860
80174;NULL;NULL;NULL
80176;107;257;22410
80177;288;740;20680
80179;90;209;20540
80180;NULL;NULL;NULL
80181;41;132;21850
80182;1252;2322;18690
80183;109;274;19780
80184;218;504;19530
80185;109;260;22380
80186;869;2037;17400
80187;276;666;22850
80188;233;558;22690
80189;NULL;NULL;NULL
80190;498;1185;18920
80191;78;186;23050
80192;77;185;22690
80193;54;142;20480
80194;59;146;17300
80195;71;150;21310
80196;103;238;18120
80197;NULL;NULL;NULL
80198;147;363;26570
80199;230;558;20450
80200;83;212;21820
80201;NULL;NULL;NULL
80202;140;384;24880
80203;NULL;NULL;NULL
80204;342;776;18340
80205;378;871;19890
80206;44;112;21760
80207;143;320;21390
80208;82;221;18910
80210;58;155;25520
80211;685;1636;20530
80212;2582;5630;20360
80213;170;432;27060
80214;128;325;19710
